id	Station	Latitude	Longitude	phi	dt	refID	Phase	pmax	pmin	dtmax	dtmin	remark
33667	UBBA	50.8188	10.001	64.0	0.8	326	SKS					individual measurement
33668	BRG	50.8732	13.9428	322.0	0.9	326	SKS					individual measurement
33669	BRG	50.8732	13.9428	314.0	1.1	326	SKS					individual measurement
33670	BRG	50.8732	13.9428	298.0	1.4	326	SKS					individual measurement
33671	BRG	50.8732	13.9428	297.0	1.3	326	SKS					individual measurement
33672	BRG	50.8732	13.9428	296.0	0.8	326	SKS					individual measurement
33673	BRG	50.8732	13.9428	296.0	1.0	326	SKS					individual measurement
33674	BRG	50.8732	13.9428	296.0	1.4	326	SKS					individual measurement
33675	BRG	50.8732	13.9428	292.0	1.3	326	SKS					individual measurement
33676	BRG	50.8732	13.9428	291.0	1.2	326	SKS					individual measurement
33677	BRG	50.8732	13.9428	291.0	1.2	326	SKS					individual measurement
33678	BRG	50.8732	13.9428	290.0	1.0	326	SKS					individual measurement
33679	BRG	50.8732	13.9428	288.0	1.1	326	SKS					individual measurement
33680	BRG	50.8732	13.9428	286.0	1.0	326	SKS					individual measurement
33681	BRG	50.8732	13.9428	284.0	1.4	326	SKS					individual measurement
33682	BRG	50.8732	13.9428	284.0	1.3	326	SKS					individual measurement
33683	BRG	50.8732	13.9428	282.0	0.9	326	SKS					individual measurement
33684	BRG	50.8732	13.9428	282.0	1.1	326	SKS					individual measurement
33685	BRG	50.8732	13.9428	281.0	0.8	326	SKS					individual measurement
33686	BRG	50.8732	13.9428	281.0	0.9	326	SKS					individual measurement
33687	BRG	50.8732	13.9428	281.0	1.6	326	SKS					individual measurement
33688	BRG	50.8732	13.9428	281.0	1.4	326	SKS					individual measurement
33689	BRG	50.8732	13.9428	281.0	1.3	326	SKS					individual measurement
33690	BRG	50.8732	13.9428	280.0	1.5	326	SKS					individual measurement
33691	BRG	50.8732	13.9428	279.0	1.0	326	SKS					individual measurement
33692	BRG	50.8732	13.9428	279.0	1.2	326	SKS					individual measurement
33693	BRG	50.8732	13.9428	279.0	1.2	326	SKS					individual measurement
33694	BRG	50.8732	13.9428	278.0	1.5	326	SKS					individual measurement
33695	BRG	50.8732	13.9428	277.0	1.4	326	SKS					individual measurement
33696	BRG	50.8732	13.9428	277.0	0.8	326	SKS					individual measurement
33697	BRG	50.8732	13.9428	277.0	1.0	326	SKS					individual measurement
33698	BRG	50.8732	13.9428	276.0	1.1	326	SKS					individual measurement
33699	BRG	50.8732	13.9428	276.0	1.5	326	SKS					individual measurement
33700	BRG	50.8732	13.9428	276.0	2.1	326	SKS					individual measurement
33701	BRG	50.8732	13.9428	274.0	1.5	326	SKS					individual measurement
33702	BRG	50.8732	13.9428	274.0	0.8	326	SKS					individual measurement
33703	BRG	50.8732	13.9428	274.0	2.1	326	SKS					individual measurement
33704	BRG	50.8732	13.9428	272.0	1.5	326	SKS					individual measurement
33705	BRG	50.8732	13.9428	90.0	2.0	326	SKS					individual measurement
33706	BRG	50.8732	13.9428	90.0	1.4	326	SKS					individual measurement
33707	BRG	50.8732	13.9428	82.0	1.3	326	SKS					individual measurement
33708	BRG	50.8732	13.9428	79.0	2.4	326	SKS					individual measurement
33709	CLL	51.3077	13.0026	354.0	1.9	326	SKS					individual measurement
33710	CLL	51.3077	13.0026	302.0	2.4	326	SKS					individual measurement
33711	CLL	51.3077	13.0026	292.0	1.2	326	SKS					individual measurement
33712	CLL	51.3077	13.0026	289.0	0.6	326	SKS					individual measurement
33713	CLL	51.3077	13.0026	86.0	0.8	326	SKS					individual measurement
33714	CLL	51.3077	13.0026	84.0	1.2	326	SKS					individual measurement
33715	CLL	51.3077	13.0026	77.0	1.9	326	SKS					individual measurement
33716	CLL	51.3077	13.0026	72.0	1.4	326	SKS					individual measurement
33717	CLL	51.3077	13.0026	68.0	1.5	326	SKS					individual measurement
33718	CLL	51.3077	13.0026	61.0	1.6	326	SKS					individual measurement
33719	CLL	51.3077	13.0026	56.0	2.5	326	SKS					individual measurement
33720	CLL	51.3077	13.0026	37.0	1.5	326	SKS					individual measurement
33721	CLL	51.3077	13.0026	13.0	0.7	326	SKS					individual measurement
33722	CLL	51.3077	13.0026	8.0	1.4	326	SKS					individual measurement
33723	BUG	51.4406	7.2693	301.0	0.9	326	SKS					individual measurement
33724	BUG	51.4406	7.2693	301.0	1.7	326	SKS					individual measurement
33725	BUG	51.4406	7.2693	296.0	2.1	326	SKS					individual measurement
33726	BUG	51.4406	7.2693	294.0	0.9	326	SKS					individual measurement
33727	BUG	51.4406	7.2693	293.0	0.6	326	SKS					individual measurement
33728	BUG	51.4406	7.2693	292.0	1.1	326	SKS					individual measurement
33729	BUG	51.4406	7.2693	289.0	0.8	326	SKS					individual measurement
33730	BUG	51.4406	7.2693	286.0	1.4	326	SKS					individual measurement
33731	BUG	51.4406	7.2693	280.0	0.9	326	SKS					individual measurement
33732	BUG	51.4406	7.2693	271.0	0.5	326	SKS					individual measurement
33733	BUG	51.4406	7.2693	90.0	1.5	326	SKS					individual measurement
33734	BUG	51.4406	7.2693	90.0	1.8	326	SKS					individual measurement
33735	BUG	51.4406	7.2693	88.0	0.9	326	SKS					individual measurement
33736	BUG	51.4406	7.2693	84.0	1.3	326	SKS					individual measurement
33737	BUG	51.4406	7.2693	81.0	1.2	326	SKS					individual measurement
33738	BUG	51.4406	7.2693	81.0	2.5	326	SKS					individual measurement
33739	BUG	51.4406	7.2693	74.0	1.9	326	SKS					individual measurement
33740	BUG	51.4406	7.2693	62.0	1.9	326	SKS					individual measurement
33741	BUG	51.4406	7.2693	22.0	2.7	326	SKS					individual measurement
33742	CLZ	51.8416	10.3724	343.0	2.6	326	SKS					individual measurement
33743	CLZ	51.8416	10.3724	340.0	1.2	326	SKS					individual measurement
33744	CLZ	51.8416	10.3724	335.0	1.0	326	SKS					individual measurement
33745	CLZ	51.8416	10.3724	332.0	1.5	326	SKS					individual measurement
33746	CLZ	51.8416	10.3724	60.0	2.3	326	SKS					individual measurement
33747	CLZ	51.8416	10.3724	32.0	1.2	326	SKS					individual measurement
33748	CLZ	51.8416	10.3724	16.0	0.8	326	SKS					individual measurement
33749	IBBN	52.3072	7.7566	296.0	0.8	326	SKS					individual measurement
33750	IBBN	52.3072	7.7566	278.0	1.0	326	SKS					individual measurement
33751	IBBN	52.3072	7.7566	273.0	0.9	326	SKS					individual measurement
33752	IBBN	52.3072	7.7566	272.0	1.3	326	SKS					individual measurement
33753	IBBN	52.3072	7.7566	271.0	0.9	326	SKS					individual measurement
33754	IBBN	52.3072	7.7566	84.0	0.8	326	SKS					individual measurement
33755	IBBN	52.3072	7.7566	72.0	2.2	326	SKS					individual measurement
33756	IBBN	52.3072	7.7566	63.0	1.1	326	SKS					individual measurement
33757	BRNL	52.4278	13.358	325.0	1.2	326	SKS					individual measurement
33758	BRNL	52.4278	13.358	309.0	2.0	326	SKS					individual measurement
33759	BRNL	52.4278	13.358	303.0	1.3	326	SKS					individual measurement
33760	BRNL	52.4278	13.358	295.0	0.9	326	SKS					individual measurement
33761	RUE	52.4759	13.78	338.0	2.0	326	SKS					individual measurement
33762	RUE	52.4759	13.78	333.0	1.1	326	SKS					individual measurement
33763	RUE	52.4759	13.78	331.0	1.7	326	SKS					individual measurement
33764	RUE	52.4759	13.78	320.0	1.5	326	SKS					individual measurement
33765	RUE	52.4759	13.78	317.0	1.0	326	SKS					individual measurement
33766	RUE	52.4759	13.78	314.0	1.2	326	SKS					individual measurement
33767	RUE	52.4759	13.78	313.0	1.0	326	SKS					individual measurement
33768	RUE	52.4759	13.78	310.0	1.1	326	SKS					individual measurement
33769	RUE	52.4759	13.78	304.0	2.2	326	SKS					individual measurement
33770	RUE	52.4759	13.78	302.0	0.7	326	SKS					individual measurement
33771	RUE	52.4759	13.78	302.0	1.3	326	SKS					individual measurement
33772	RUE	52.4759	13.78	300.0	1.4	326	SKS					individual measurement
33773	RUE	52.4759	13.78	299.0	1.3	326	SKS					individual measurement
33774	RUE	52.4759	13.78	298.0	1.0	326	SKS					individual measurement
33775	RUE	52.4759	13.78	296.0	1.1	326	SKS					individual measurement
33776	RUE	52.4759	13.78	292.0	0.8	326	SKS					individual measurement
33777	RUE	52.4759	13.78	292.0	0.6	326	SKS					individual measurement
33778	RUE	52.4759	13.78	288.0	1.5	326	SKS					individual measurement
33779	RUE	52.4759	13.78	285.0	1.1	326	SKS					individual measurement
33780	RUE	52.4759	13.78	282.0	0.9	326	SKS					individual measurement
33781	RUE	52.4759	13.78	280.0	0.6	326	SKS					individual measurement
33782	RUE	52.4759	13.78	276.0	1.1	326	SKS					individual measurement
33783	RUE	52.4759	13.78	87.0	0.8	326	SKS					individual measurement
33784	RUE	52.4759	13.78	74.0	0.8	326	SKS					individual measurement
33785	NRDL	52.4943	10.1073	290.0	1.6	326	SKS					individual measurement
33786	NRDL	52.4943	10.1073	285.0	1.5	326	SKS					individual measurement
33787	NRDL	52.4943	10.1073	88.0	1.6	326	SKS					individual measurement
33788	BSEG	53.9353	10.3169	355.0	2.2	326	SKS					individual measurement
33789	BSEG	53.9353	10.3169	329.0	1.9	326	SKS					individual measurement
33790	BSEG	53.9353	10.3169	328.0	1.4	326	SKS					individual measurement
33791	BSEG	53.9353	10.3169	327.0	0.9	326	SKS					individual measurement
33792	BSEG	53.9353	10.3169	327.0	1.8	326	SKS					individual measurement
33793	BSEG	53.9353	10.3169	323.0	1.6	326	SKS					individual measurement
33794	BSEG	53.9353	10.3169	321.0	1.9	326	SKS					individual measurement
33795	BSEG	53.9353	10.3169	297.0	2.7	326	SKS					individual measurement
33796	BSEG	53.9353	10.3169	89.0	2.4	326	SKS					individual measurement
33797	RGN	54.5477	13.3214	356.0	1.2	326	SKS					individual measurement
33798	RGN	54.5477	13.3214	353.0	1.0	326	SKS					individual measurement
33799	RGN	54.5477	13.3214	342.0	0.8	326	SKS					individual measurement
33800	RGN	54.5477	13.3214	62.0	2.5	326	SKS					individual measurement
33801	RGN	54.5477	13.3214	56.0	2.5	326	SKS					individual measurement
33802	RGN	54.5477	13.3214	14.0	1.1	326	SKS					individual measurement
33803	RGN	54.5477	13.3214	14.0	1.2	326	SKS					individual measurement
33804	RGN	54.5477	13.3214	11.0	0.9	326	SKS					individual measurement
35286	PLONS	47.049	9.381	58.39	1.8	333	SKS	1.5	1.5	0.23	0.23	individual measurement, Good
35299	LIENZ	47.295	9.493	54.08	1.85	333	SKS	2.0	2.0	0.19	0.19	individual measurement, Good
35306	SULZ	47.528	8.112	48.65	2.2	333	SKS	2.0	2.0	0.23	0.23	individual measurement, Good
35307	ZUR	47.369	8.581	48.17	1.8	333	SKS	2.0	2.0	0.06	0.06	individual measurement, Good
35309	BALST	47.336	7.695	66.28	2.25	333	SKS	2.5	2.5	0.6	0.6	individual measurement, Fair
35315	WILA	47.415	8.908	52.1	2.6	333	SKS	2.5	2.5	0.22	0.22	individual measurement, Fair
35332	ZUR	47.369	8.581	70.73	1.55	333	SKS	2.5	2.5	0.2	0.2	individual measurement, Good
35333	ZUR	47.369	8.581	48.31	1.9	333	SKS	2.5	2.5	0.15	0.15	individual measurement, Good
35346	LIENZ	47.295	9.493	57.59	1.3	333	SKS	3.0	3.0	0.2	0.2	individual measurement, Good
35353	PLONS	47.049	9.381	65.19	1.3	333	SKS	3.0	3.0	0.08	0.08	individual measurement, Good
35355	SLE	47.765	8.492	56.86	1.85	333	SKS	3.0	3.0	0.2	0.2	individual measurement, Good
35356	SLE	47.765	8.492	55.2	1.55	333	SKS	3.0	3.0	0.23	0.23	individual measurement, Good
35362	WILA	47.415	8.908	64.87	1.65	333	SKS	3.0	3.0	0.21	0.21	individual measurement, Good
35380	PLONS	47.049	9.381	50.09	1.5	333	SKS	3.5	3.5	0.28	0.28	individual measurement, Good
35391	WILA	47.415	8.908	58.09	1.6	333	SKS	3.5	3.5	0.25	0.25	individual measurement, Good
35406	LIENZ	47.295	9.493	65.52	1.65	333	SKS	4.0	4.0	0.2	0.2	individual measurement, Good
35421	SULZ	47.528	8.112	46.99	1.95	333	SKS	4.0	4.0	0.23	0.23	individual measurement, Good
35427	PLONS	47.049	9.381	54.8	1.65	333	SKS	4.5	4.5	0.41	0.41	individual measurement, Fair
35446	PLONS	47.049	9.381	74.99	1.4	333	SKS	4.5	4.5	0.1	0.1	individual measurement, Good
35447	PLONS	47.049	9.381	63.63	2.0	333	SKS	4.5	4.5	0.28	0.28	individual measurement, Good
35452	SLE	47.765	8.492	70.03	1.55	333	SKS	4.5	4.5	0.41	0.41	individual measurement, Good
35461	WILA	47.415	8.908	60.69	1.65	333	SKS	4.5	4.5	0.21	0.21	individual measurement, Good
35467	PLONS	47.049	9.381	38.06	1.5	333	SKS	5.0	5.0	0.25	0.25	individual measurement, Fair
35469	SLE	47.765	8.492	54.31	2.95	333	SKS	5.0	5.0	0.57	0.57	individual measurement, Fair
35472	SULZ	47.528	8.112	49.6	1.9	333	SKS	5.0	5.0	0.31	0.31	individual measurement, Fair
35473	SULZ	47.528	8.112	47.68	2.1	333	SKS	5.0	5.0	0.29	0.29	individual measurement, Fair
35474	ZUR	47.369	8.581	66.01	1.8	333	SKS	5.0	5.0	0.21	0.21	individual measurement, Fair
35475	ZUR	47.369	8.581	52.11	2.8	333	SKS	5.0	5.0	0.5	0.5	individual measurement, Fair
35485	LIENZ	47.295	9.493	348.99	1.95	333	SKS	5.0	5.0	0.15	0.15	individual measurement, Good
35489	PLONS	47.049	9.381	62.82	1.55	333	SKS	5.0	5.0	0.26	0.26	individual measurement, Good
35490	PLONS	47.049	9.381	65.17	1.5	333	SKS	5.0	5.0	0.17	0.17	individual measurement, Good
35491	PLONS	47.049	9.381	53.14	1.5	333	SKS	5.0	5.0	0.12	0.12	individual measurement, Good
35503	SULZ	47.528	8.112	46.49	1.8	333	SKS	5.0	5.0	0.11	0.11	individual measurement, Good
35504	WILA	47.415	8.908	56.67	1.6	333	SKS	5.0	5.0	0.2	0.2	individual measurement, Good
35505	WILA	47.415	8.908	47.02	2.0	333	SKS	5.0	5.0	0.15	0.15	individual measurement, Good
35506	WILA	47.415	8.908	63.96	1.55	333	SKS	5.0	5.0	0.25	0.25	individual measurement, Good
35512	LIENZ	47.295	9.493	32.99	3.15	333	SKS	5.5	5.5	0.69	0.69	individual measurement, Fair
35513	LIENZ	47.295	9.493	56.14	1.85	333	SKS	5.5	5.5	0.39	0.39	individual measurement, Fair
35519	WILA	47.415	8.908	52.21	3.35	333	SKS	5.5	5.5	0.61	0.61	individual measurement, Fair
35520	ZUR	47.369	8.581	60.36	1.6	333	SKS	5.5	5.5	0.3	0.3	individual measurement, Fair
35535	PLONS	47.049	9.381	76.79	1.4	333	SKS	5.5	5.5	0.12	0.12	individual measurement, Good
35541	SLE	47.765	8.492	51.67	1.65	333	SKS	5.5	5.5	0.17	0.17	individual measurement, Good
35548	WILA	47.415	8.908	65.09	1.65	333	SKS	5.5	5.5	0.24	0.24	individual measurement, Good
35576	LIENZ	47.295	9.493	64.56	1.85	333	SKS	6.0	6.0	0.29	0.29	individual measurement, Good
35582	SLE	47.765	8.492	51.64	1.55	333	SKS	6.0	6.0	0.29	0.29	individual measurement, Good
35603	LIENZ	47.295	9.493	279.78	2.8	333	SKS	6.5	6.5	0.25	0.25	individual measurement, Fair
35604	LIENZ	47.295	9.493	57.18	2.15	333	SKS	6.5	6.5	0.42	0.42	individual measurement, Fair
35607	PLONS	47.049	9.381	62.36	2.0	333	SKS	6.5	6.5	0.62	0.62	individual measurement, Fair
35613	SULZ	47.528	8.112	44.58	1.7	333	SKS	6.5	6.5	0.36	0.36	individual measurement, Fair
35624	LIENZ	47.295	9.493	73.15	1.0	333	SKS	6.5	6.5	0.06	0.06	individual measurement, Good
35629	SLE	47.765	8.492	51.7	1.5	333	SKS	6.5	6.5	0.3	0.3	individual measurement, Good
35633	ZUR	47.369	8.581	39.98	1.6	333	SKS	6.5	6.5	0.21	0.21	individual measurement, Good
35650	LIENZ	47.295	9.493	61.06	1.15	333	SKS	7.0	7.0	0.09	0.09	individual measurement, Good
35661	BALST	47.336	7.695	48.92	1.35	333	SKS	7.5	7.5	0.69	0.69	individual measurement, Fair
35672	LIENZ	47.295	9.493	50.16	1.75	333	SKS	7.5	7.5	0.16	0.16	individual measurement, Good
35673	LIENZ	47.295	9.493	47.21	1.8	333	SKS	7.5	7.5	0.16	0.16	individual measurement, Good
35674	LIENZ	47.295	9.493	55.06	1.85	333	SKS	7.5	7.5	0.45	0.45	individual measurement, Good
35695	PLONS	47.049	9.381	57.99	1.4	333	SKS	8.0	8.0	0.23	0.23	individual measurement, Fair
35703	LIENZ	47.295	9.493	44.4	1.8	333	SKS	8.0	8.0	0.17	0.17	individual measurement, Good
35717	ZUR	47.369	8.581	52.26	0.85	333	SKS	8.0	8.0	0.16	0.16	individual measurement, Good
35734	LIENZ	47.295	9.493	46.14	1.75	333	SKS	8.5	8.5	0.19	0.19	individual measurement, Good
35738	SLE	47.765	8.492	58.21	1.7	333	SKS	8.5	8.5	0.24	0.24	individual measurement, Good
35753	BALST	47.336	7.695	52.14	1.9	333	SKS	9.0	9.0	0.2	0.2	individual measurement, Good
35758	LIENZ	47.295	9.493	46.57	1.1	333	SKS	9.0	9.0	0.12	0.12	individual measurement, Good
35759	LIENZ	47.295	9.493	57.35	1.2	333	SKS	9.0	9.0	0.14	0.14	individual measurement, Good
35783	BALST	47.336	7.695	46.28	1.85	333	SKS	9.5	9.5	0.41	0.41	individual measurement, Good
35802	PLONS	47.049	9.381	85.94	1.4	333	SKS	10.0	10.0	0.33	0.33	individual measurement, Fair
35817	PLONS	47.049	9.381	64.04	1.5	333	SKS	10.0	10.0	0.4	0.4	individual measurement, Good
35822	SLE	47.765	8.492	48.18	1.05	333	SKS	10.0	10.0	0.29	0.29	individual measurement, Good
35834	ZUR	47.369	8.581	39.28	2.7	333	SKS	10.5	10.5	0.49	0.49	individual measurement, Fair
35843	LIENZ	47.295	9.493	44.81	1.8	333	SKS	10.5	10.5	0.21	0.21	individual measurement, Good
35864	PLONS	47.049	9.381	67.59	1.9	333	SKS	11.0	11.0	0.43	0.43	individual measurement, Good
35865	PLONS	47.049	9.381	79.77	1.15	333	SKS	11.0	11.0	0.21	0.21	individual measurement, Good
35866	PLONS	47.049	9.381	49.49	0.95	333	SKS	11.0	11.0	0.18	0.18	individual measurement, Good
35867	SULZ	47.528	8.112	44.81	1.65	333	SKS	11.0	11.0	0.41	0.41	individual measurement, Good
35876	LIENZ	47.295	9.493	35.32	1.65	333	SKS	11.5	11.5	0.59	0.59	individual measurement, Fair
35885	BALST	47.336	7.695	23.01	2.1	333	SKS	11.5	11.5	0.54	0.54	individual measurement, Good
35886	BALST	47.336	7.695	32.72	1.1	333	SKS	11.5	11.5	0.23	0.23	individual measurement, Good
35891	LIENZ	47.295	9.493	51.43	0.95	333	SKS	11.5	11.5	0.2	0.2	individual measurement, Good
35906	ZUR	47.369	8.581	51.24	0.95	333	SKS	12.0	12.0	0.34	0.34	individual measurement, Fair
35915	LIENZ	47.295	9.493	75.04	1.05	333	SKS	12.0	12.0	0.21	0.21	individual measurement, Good
35934	SULZ	47.528	8.112	32.11	1.35	333	SKS	12.5	12.5	0.35	0.35	individual measurement, Fair
35938	ZUR	47.369	8.581	38.46	1.45	333	SKS	12.5	12.5	0.36	0.36	individual measurement, Fair
35944	PLONS	47.049	9.381	60.76	1.2	333	SKS	12.5	12.5	0.38	0.38	individual measurement, Good
35962	PLONS	47.049	9.381	44.75	1.6	333	SKS	13.0	13.0	0.28	0.28	individual measurement, Good
35968	BALST	47.336	7.695	19.31	1.5	333	SKS	13.5	13.5	0.35	0.35	individual measurement, Fair
35998	PLONS	47.049	9.381	50.3	1.6	333	SKS	14.0	14.0	0.35	0.35	individual measurement, Good
36010	SLE	47.765	8.492	50.86	1.85	333	SKS	14.5	14.5	0.33	0.33	individual measurement, Fair
36012	BALST	47.336	7.695	27.38	1.65	333	SKS	14.5	14.5	0.31	0.31	individual measurement, Good
36020	PLONS	47.049	9.381	42.25	1.6	333	SKS	14.5	14.5	0.35	0.35	individual measurement, Good
36035	PLONS	47.049	9.381	69.87	1.6	333	SKS	15.0	15.0	0.45	0.45	individual measurement, Fair
36036	SLE	47.765	8.492	65.15	1.6	333	SKS	15.0	15.0	0.54	0.54	individual measurement, Fair
36042	SLE	47.765	8.492	61.48	0.95	333	SKS	15.0	15.0	0.38	0.38	individual measurement, Good
36043	WILA	47.415	8.908	80.7	1.45	333	SKS	15.0	15.0	0.39	0.39	individual measurement, Good
36048	PLONS	47.049	9.381	50.51	0.7	333	SKS	15.5	15.5	0.18	0.18	individual measurement, Fair
36066	PLONS	47.049	9.381	54.16	1.6	333	SKS	16.0	16.0	0.65	0.65	individual measurement, Fair
36083	BALST	47.336	7.695	21.31	1.5	333	SKS	16.5	16.5	0.46	0.46	individual measurement, Fair
36091	PLONS	47.049	9.381	45.89	1.3	333	SKS	16.5	16.5	0.25	0.25	individual measurement, Good
36101	LIENZ	47.295	9.493	77.97	1.2	333	SKS	17.0	17.0	0.33	0.33	individual measurement, Good
36104	BALST	47.336	7.695	37.78	1.4	333	SKS	17.5	17.5	0.39	0.39	individual measurement, Fair
36111	WILA	47.415	8.908	86.29	0.8	333	SKS	17.5	17.5	0.25	0.25	individual measurement, Fair
36117	PLONS	47.049	9.381	43.02	1.4	333	SKS	17.5	17.5	0.48	0.48	individual measurement, Good
36123	BALST	47.336	7.695	35.58	1.5	333	SKS	18.0	18.0	0.5	0.5	individual measurement, Fair
36130	WILA	47.415	8.908	74.14	1.35	333	SKS	18.0	18.0	0.41	0.41	individual measurement, Fair
36143	BALST	47.336	7.695	39.36	0.85	333	SKS	19.0	19.0	0.43	0.43	individual measurement, Fair
36150	LIENZ	47.295	9.493	49.1	1.55	333	SKS	19.0	19.0	0.68	0.68	individual measurement, Fair
36165	ZUR	47.369	8.581	46.23	1.45	333	SKS	19.5	19.5	0.65	0.65	individual measurement, Fair
36168	WILA	47.415	8.908	49.24	1.4	333	SKS	19.5	19.5	0.56	0.56	individual measurement, Good
36169	BALST	47.336	7.695	45.6	1.1	333	SKS	20.0	20.0	0.74	0.74	individual measurement, Fair
36173	ZUR	47.369	8.581	66.61	2.4	333	SKS	20.0	20.0	0.85	0.85	individual measurement, Fair
36181	LIENZ	47.295	9.493	42.98	2.15	333	SKS	21.0	21.0	0.88	0.88	individual measurement, Fair
36209	SULZ	47.528	8.112	25.85	1.65	333	SKS	22.5	22.5	0.69	0.69	individual measurement, Good
36213	LIENZ	47.295	9.493	68.09	1.9	333	SKS	23.0	23.0	0.85	0.85	individual measurement, Fair
36216	SLE	47.765	8.492	46.31	1.25	333	SKS	23.0	23.0	0.88	0.88	individual measurement, Fair
36229	BALST	47.336	7.695	45.91	1.75	333	SKS	24.5	24.5	0.91	0.91	individual measurement, Fair
36241	PLONS	47.049	9.381	37.2	0.55	333	SKS	25.5	25.5	0.44	0.44	individual measurement, Fair
36267	PLONS	47.049	9.381	71.01	0.8	333	SKS	27.5	27.5	0.28	0.28	individual measurement, Fair
