id	Station	Latitude	Longitude	phi	dt	refID	Phase	pmax	pmin	dtmax	dtmin	remark
2	GRA1	49.69	11.22	77.0	1.05	0	SKS	4.0		0.15		
54	BRG	50.9	14.0	100.0	1.2	4	SKS					
58	CLL	51.3	13.0	100.0	1.0	4	SKS					
66	GRF	49.5	11.2	90.0	0.7	4	SKS					
74	KHC	49.1	13.6	100.0	1.1	4	SKS					
82	MOX	50.7	11.6	100.0	0.7	4	SKS					
101	STU	48.8	9.2	50.0	0.5	4	SKS					
112	BRG	50.9	14.0	100.0	1.2	5	SKS					
113	CLL	51.3	13.0	100.0	1.0	5	SKS					
114	MOX	50.7	11.6	100.0	0.7	5	SKS					
115	GRF	49.4	11.3	90.0	0.7	5	SKS					
116	STU	48.8	9.2	50.0	0.5	5	SKS					
119	KHC	49.1	13.6	100.0	1.1	5	SKS					
244	BFO	48.3319	8.3311	40.0	1.0	13	SKS					
245	CLZ	51.84	10.37	110.0	0.6	13	SKS					
246	FUR	48.16	11.28	60.0	1.2	13	SKS					
247	HAM	53.47	9.92	120.0	0.4	13	SKS					
248	TNS	50.22	8.45	80.0	0.8	13	SKS					
249	WET	49.14	12.88	90.0	1.4	13	SKS					
493	STU	48.8	9.2	50.0	0.5	29	SKS					
494	GRF	49.5	11.2	90.0	0.7	29	SKS					
495	KHC	49.1	13.6	10.0	1.1	29	SKS					
496	MOX	50.7	11.6	100.0	0.7	29	SKS					
497	BRG	50.9	14.0	100.0	1.2	29	SKS					
499	CLL	51.3	13.0	100.0	1.0	29	SKS					
658	ECH	48.216	7.158	85.0	0.88	39	SKS	9.0		0.09		
744	BRG	50.875	13.947	101.0	0.3	47	SKS					
745	BRNL	52.428	13.358	119.0	0.68	47	SKS					
746	BSD	55.11	14.91	15.0	0.5	47	SKS					
747	BSEG	53.94	10.32	86.0	0.5	47	SKS					
748	BUG	51.445	7.264	92.0	0.63	47	SKS					
749	CLZ	51.8429	10.374	90.0	0.6	47	SKS					
753	HLG	54.184	7.884	104.0	0.9	47	SKS					
754	IBBN	52.307	7.757	69.0	0.77	47	SKS					
756	LEN	53.09	11.479	105.0	1.07	47	SKS					
758	MOX	50.646	11.616	79.0	1.3	47	SKS					
760	RGN	54.548	13.321	43.0	0.7	47	SKS					
761	RUE	52.477	13.779	97.0	0.68	47	SKS					
762	T0BG	52.958	12.034	107.0	0.7	47	SKS					
765	T1BD	55.863	12.24	104.0	1.1	47	SKS					
766	T1BG	54.073	10.457	101.0	0.5	47	SKS					
767	T2BD	55.703	11.55	104.0	1.17	47	SKS					
768	T2BG	54.217	10.067	83.0	1.3	47	SKS					
770	T3BD	55.536	12.078	104.0	0.9	47	SKS					
771	T3BG	54.328	10.547	83.0	1.0	47	SKS					
773	T4BD	55.219	11.595	109.0	0.4	47	SKS					
774	T4BG	53.137	9.802	62.0	0.6	47	SKS					
775	T5BD	54.886	11.815	94.0	0.3	47	SKS					
776	T5BG	53.19	9.337	90.0	0.6	47	SKS					
778	T6BD	54.887	11.254	144.0	1.1	47	SKS					
779	T6BG	53.38	9.594	88.0	0.37	47	SKS					
781	T7BG	52.258	8.556	89.0	0.98	47	SKS					
783	T8BG	53.85	12.905	88.0	0.6	47	SKS					
784	T9BG	52.724	11.48	113.0	0.55	47	SKS					
785	TBBG	52.87	13.633	85.0	0.6	47	SKS					
2144	A02	52.422	7.935	114.0	1.0	120						
2145	A03	52.258	8.556	132.0	1.0	120						
2146	A04	52.188	8.081	133.0	0.7	120						
2147	A05	51.949	8.684	80.0	2.0	120						
2148	A06	51.683	7.441	89.0	0.6	120						
2149	A07	51.696	8.01		0.0	120						
2150	A09	51.492	8.064		0.0	120						
2151	A10	51.494	8.453		0.0	120						
2152	A11	51.3	7.414	94.0	1.0	120						
2153	A12	51.245	7.199	89.0	1.2	120						
2154	A13	51.131	7.135	96.0	1.7	120						
2155	A14	50.947	7.421	130.0	1.9	120						
2156	A15	50.75	7.449	132.0	1.2	120						
2157	A18	50.564	8.086	137.0	1.0	120						
2158	A19	50.605	7.81	110.0	0.7	120						
2159	A20	50.702	8.226	136.0	1.2	120						
2160	A21	50.776	8.04	132.0	1.5	120						
2161	A31	52.258	7.332		0.0	120						
2162	A33	51.951	7.407		0.0	120						
2163	A50	51.218	7.993	109.0	0.9	120						
2164	A51	51.113	7.889	97.0	1.9	120						
2165	A53	50.874	7.638	135.0	1.5	120						
2166	A54	50.724	7.555	134.0	1.0	120						
2167	A80	50.74	8.639	149.0	1.3	120						
2168	A82	51.051	9.176	98.0	0.8	120						
2169	A83	51.426	9.684		0.0	120						
2170	A85	50.917	8.943	116.0	1.1	120						
2171	B01	50.614	6.632	84.0	2.6	120						
2172	B02	50.576	6.945	178.0	0.3	120						
2173	B03	50.648	7.307		0.0	120						
2174	B04	50.572	7.686		0.0	120						
2175	B08	50.463	7.168	60.0	1.7	120						
2176	B09	50.488	7.475	2.0	1.3	120						
2177	B10	50.335	6.577		0.0	120						
2178	B11	50.353	6.823	52.0	0.7	120						
2179	B13	50.35	7.368	79.0	3.6	120						
2180	B14	50.346	7.749	79.0	3.3	120						
2181	B15	50.212	6.981	166.0	1.2	120						
2182	B16	50.222	7.235	76.0	3.4	120						
2183	B17	50.209	7.495	88.0	1.8	120						
2184	B19	50.181	6.524		0.0	120						
2185	B22	50.033	7.518	11.0	0.5	120						
2186	B23	49.916	6.346	78.0	3.4	120						
2187	B24	49.921	6.574	84.0	3.4	120						
2188	B26	49.903	7.392	25.0	0.8	120						
2189	B27	49.9	7.713	43.0	0.7	120						
2190	B29	49.719	6.794	39.0	0.6	120						
2191	B30	49.759	7.24	167.0	1.5	120						
2192	B33	49.761	8.186		0.0	120						
2193	B34	49.521	7.712	59.0	1.6	120						
2194	B35	49.516	6.609	64.0	1.0	120						
2195	B36	49.501	6.782		0.0	120						
2196	B37	49.482	7.032	55.0	1.2	120						
2197	B38	49.507	7.453		0.0	120						
2198	B40	49.171	6.822	59.0	2.1	120						
2199	B41	49.197	7.145	60.0	1.8	120						
2200	B43	50.027	7.683	15.0	1.0	120						
2201	B44	50.036	7.95	4.0	1.4	120						
2202	B46	50.213	7.992		0.0	120						
2203	B49	50.454	8.081	149.0	1.6	120						
2204	B50	50.621	7.431	174.0	0.8	120						
2205	B51	50.482	7.267	57.0	1.3	120						
2206	B52	50.349	7.197	55.0	1.7	120						
2207	B53	50.251	7.074	41.0	0.6	120						
2208	B54	50.177	7.043	3.0	1.6	120						
2209	B55	50.158	6.985		0.0	120						
2210	B56	50.112	6.971	6.0	0.9	120						
2211	B57	50.065	6.947	13.0	1.2	120						
2212	B58	50.028	6.872	53.0	1.8	120						
2213	B59	50.01	6.839	50.0	0.8	120						
2214	B60	49.967	6.827	6.0	0.6	120						
2215	B61	49.915	6.78	173.0	0.7	120						
2216	B62	49.871	6.711	4.0	0.7	120						
2217	B63	49.848	6.659		0.0	120						
2218	B64	49.814	6.618	58.0	2.4	120						
2219	B65	49.761	6.56	77.0	1.5	120						
2220	B66	49.691	6.47	78.0	1.9	120						
2221	B67	49.556	6.472		0.0	120						
2222	B70	50.262	6.66		0.0	120						
2223	B71	50.195	6.74	81.0	3.2	120						
2224	B72	50.148	6.824	49.0	2.2	120						
2225	B73	50.027	7.071	61.0	1.2	120						
2226	B74	49.984	7.149	47.0	0.8	120						
2227	B75	49.939	7.217	34.0	0.8	120						
2228	B82	50.559	6.236		0.0	120						
2234	C08	50.342	6.314		0.0	120						
2238	C22	49.806	6.267		0.0	120						
2239	C23	49.597	6.004		0.0	120						
2243	D51	49.312	6.281		0.0	120						
2477	FUR	48.1655	11.2763	60.0	0.8	129		6.0	6.0	0.2	0.2	60 individual splitting measurements
2478	DGO	47.8348	11.8067	69.0	0.8	129		4.0	4.0	0.3	0.3	10 individual splitting measurements
2479	DSC	47.7385	11.8682	56.0	0.6	129		5.0	5.0	0.1	0.1	17 individual splitting measurements
2480	DSR	47.6818	11.7515	57.0	0.9	129		4.0	4.0	0.2	0.2	17 individual splitting measurements
2481	DVA	47.6169	11.8934	64.0	1.0	129		4.0	4.0	0.2	0.2	15 individual splitting measurements
2482	ASC	47.591	12.0494	71.0	1.6	129		3.0	3.0	0.3	0.3	15 individual splitting measurements
2483	AAW	47.5682	11.6787	60.0	1.3	129		2.0	2.0	0.2	0.2	12 individual splitting measurements
2484	ABR	47.493	11.8887	67.0	1.3	129		2.0	2.0	0.2	0.2	14 individual splitting measurements
2485	AKU	47.4566	11.9908	69.0	1.0	129		2.0	2.0	0.2	0.2	14 individual splitting measurements
2486	ARO	47.4414	11.7627	64.0	0.8	129		6.0	6.0	0.3	0.3	16 individual splitting measurements
2487	AHY	47.4064	11.8778	68.0	1.1	129		4.0	4.0	0.3	0.3	14 individual splitting measurements
2488	AIA	47.3622	11.9866	64.0	1.0	129		3.0	3.0	0.2	0.2	15 individual splitting measurements
2489	AKO	47.3549	11.7547	65.0	1.5	129		2.0	2.0	0.2	0.2	15 individual splitting measurements
2490	AST	47.2875	11.8944	60.0	1.2	129		3.0	3.0	0.2	0.2	15 individual splitting measurements
2491	AHO	47.2712	11.7779	67.0	1.3	129		3.0	3.0	0.3	0.3	14 individual splitting measurements
2492	ADU	47.2344	12.0848	66.0	1.0	129		6.0	6.0	0.2	0.2	20 individual splitting measurements
2493	AZZ	47.2336	11.8529	58.0	1.5	129		3.0	3.0	0.1	0.1	7 individual splitting measurements
2494	ARA	47.2067	11.8792	60.0	0.9	129		3.0	3.0	0.1	0.1	18 individual splitting measurements
2495	AZG	47.1577	11.943	71.0	1.1	129		4.0	4.0	0.1	0.1	8 individual splitting measurements
2496	AZI	47.1229	12.0605	64.0	1.0	129		4.0	4.0	0.2	0.2	24 individual splitting measurements
2497	ASS	47.1224	11.8692	65.0	1.0	129		4.0	4.0	0.2	0.2	22 individual splitting measurements
2498	AZE	47.0901	11.7952	56.0	0.9	129		18.0	18.0	0.3	0.3	10 individual splitting measurements
2499	AGW	47.0696	11.9208	68.0	1.3	129		2.0	2.0	0.1	0.1	13 individual splitting measurements
2500	ASP	47.0384	11.7105	72.0	1.6	129		3.0	3.0	0.3	0.3	13 individual splitting measurements
2501	ISP	47.0228	12.0581	66.0	1.2	129		2.0	2.0	0.2	0.2	14 individual splitting measurements
4770	BALST	47.336	7.695	37.82	1.66	177		15.45	15.45	0.47	0.47	5 good individual splitting measurements
4787	LIENZ	47.295	9.493	52.94	1.44	177		10.18	10.18	0.19	0.19	17 good individual splitting measurements
4796	PLONS	47.049	9.381	59.93	1.42	177		5.88	5.88	0.13	0.13	18 good individual splitting measurements
4802	SLE	47.764	8.492	57.33	1.58	177		6.82	6.82	0.31	0.31	7 good individual splitting measurements
4806	SULZ	47.527	8.112	45.8	1.88	177		11.72	11.72	0.29	0.29	5 good individual splitting measurements
4812	WILA	47.415	8.908	60.19	1.68	177		8.88	8.88	0.15	0.15	8 good individual splitting measurements
4814	ZUR	47.369	8.589	52.39	1.57	177		14.21	14.21	0.51	0.51	5 good individual splitting measurements
7333	BG32	50.534	14.722	280.6	0.75	204	SKSac	3.7	3.7	0.09	0.09	good quality individual splitting measurement
7334	BG32	50.534	14.722	265.4	3.25	204	SKSac	1.2	1.2	0.29	0.29	poor quality individual splitting measurement
7335	BG32	50.534	14.722	87.3	2.21	204	SKSac	1.2	1.2	0.12	0.12	good quality individual splitting measurement
7336	BG32	50.534	14.722	94.6	1.47	204	SKSac	2.7	2.7	0.12	0.12	good quality individual splitting measurement
7358	BRG	50.873	13.943	105.6	0.47	204	SKSac	19.4	19.4	0.1	0.1	fair quality individual splitting measurement
7359	BRG	50.873	13.943	264.1	0.93	204	SKSac	5.5	5.5	0.34	0.34	fair quality individual splitting measurement
7360	BRG	50.873	13.943	277.5	1.88	204	SKSac	2.7	2.7	0.66	0.66	poor quality individual splitting measurement
7361	BRG	50.873	13.943	312.2	1.18	204	SKSac	6.8	6.8	0.25	0.25	good quality individual splitting measurement
7362	BRG	50.873	13.943	257.8	1.38	204	SKSac	38.4	38.4	1.2	1.2	poor quality individual splitting measurement
7363	BRG	50.873	13.943	97.3	1.33	204	SKSac	3.4	3.4	0.12	0.12	good quality individual splitting measurement
7364	BRG	50.873	13.943	93.2	1.33	204	SKSac	3.3	3.3	0.14	0.14	good quality individual splitting measurement
7365	BRG	50.873	13.943	104.2	2.03	204	SKKSac	1.4	1.4	0.32	0.32	fair quality individual splitting measurement
7366	BRG	50.873	13.943	139.4	0.93	204	SKSac	9.6	9.6	0.08	0.08	fair quality individual splitting measurement
7367	CLL	51.308	13.003	73.9	1.12	204	SKSac	13.6	13.6	0.47	0.47	fair quality individual splitting measurement
7368	CLL	51.308	13.003	195.4	2.12	204	SKSac	3.5	3.5	0.19	0.19	poor quality individual splitting measurement
7369	CLL	51.308	13.003	73.9	2.18	204	SKSac	1.5	1.5	0.25	0.25	poor quality individual splitting measurement
7370	CLL	51.308	13.003	273.0	0.68	204	SKKSac	1.5	1.5	0.0	0.0	good quality individual splitting measurement
7391	GEC2	48.845	13.702	131.9	0.78	204	SKSac	23.0	23.0	0.51	0.51	fair quality individual splitting measurement
7392	GEC2	48.845	13.702	254.8	0.7	204	SKSac	19.5	19.5	0.58	0.58	fair quality individual splitting measurement
7393	GEC2	48.845	13.702	272.6	1.03	204	SKSac	8.2	8.2	0.16	0.16	fair quality individual splitting measurement
7394	GEC2	48.845	13.702	261.0	1.23	204	SKSac	1.3	1.3	0.13	0.13	fair quality individual splitting measurement
7395	GEC2	48.845	13.702	257.5	1.73	204	SKSac	1.5	1.5	0.31	0.31	fair quality individual splitting measurement
7396	GEC2	48.845	13.702	75.0	1.88	204	SKSac	2.6	2.6	0.4	0.4	poor quality individual splitting measurement
7397	GEC2	48.845	13.702	98.1	0.88	204	SKSac	12.3	12.3	0.22	0.22	fair quality individual splitting measurement
7398	GEC2	48.845	13.702	272.8	1.08	204	SKKSac	1.6	1.6	0.06	0.06	good quality individual splitting measurement
7399	GRA1	49.692	11.222	114.4	0.97	204	SKKSac	4.2	4.2	0.08	0.08	good quality individual splitting measurement
7400	GRA1	49.692	11.222	75.5	1.62	204	SKSac	1.8	1.8	0.17	0.17	poor quality individual splitting measurement
7401	GRA1	49.692	11.222	281.8	0.78	204	SKSac	5.0	5.0	0.19	0.19	fair quality individual splitting measurement
7402	GRA1	49.692	11.222	187.0	1.08	204	SKSac	7.4	7.4	0.44	0.44	poor quality individual splitting measurement
7403	GRA1	49.692	11.222	276.9	0.82	204	SKSac	17.2	17.2	0.37	0.37	fair quality individual splitting measurement
7404	GRA1	49.692	11.222	80.4	1.43	204	SKSac	1.1	1.1	0.09	0.09	good quality individual splitting measurement
7405	GRA1	49.692	11.222	81.8	1.98	204	SKSac	2.0	2.0	0.09	0.09	fair quality individual splitting measurement
7406	GRA1	49.692	11.222	260.6	0.68	204	SKKSac	4.3	4.3	0.03	0.03	good quality individual splitting measurement
7407	GRB1	49.391	11.652	285.1	0.42	204	SKSac	5.9	5.9	0.09	0.09	good quality individual splitting measurement
7408	GRB1	49.391	11.652	277.0	0.38	204	SKSac	19.4	19.4	0.17	0.17	fair quality individual splitting measurement
7409	GRB1	49.391	11.652	314.6	0.68	204	SKSac	14.8	14.8	0.31	0.31	fair quality individual splitting measurement
7410	GRC1	48.996	11.521	77.5	1.78	204	SKSac	1.1	1.1	0.13	0.13	good quality individual splitting measurement
7411	GRC1	48.996	11.521	272.7	0.93	204	SKSac	1.9	1.9	0.08	0.08	good quality individual splitting measurement
7412	GRC1	48.996	11.521	213.9	0.42	204	SKSac	16.9	16.9	0.12	0.12	fair quality individual splitting measurement
7413	GRC1	48.996	11.521	281.7	1.12	204	SKSac	3.5	3.5	0.15	0.15	fair quality individual splitting measurement
7414	GRC1	48.996	11.521	78.1	1.33	204	SKSac	1.8	1.8	0.17	0.17	good quality individual splitting measurement
7415	GRC1	48.996	11.521	77.1	1.18	204	SKSac	1.1	1.1	0.07	0.07	good quality individual splitting measurement
7416	GRC1	48.996	11.521	269.3	1.08	204	SKKSac	1.5	1.5	0.05	0.05	good quality individual splitting measurement
7441	KHC	49.131	13.578	128.6	1.43	204	SKKSac	11.1	11.1	0.33	0.33	poor quality individual splitting measurement
7442	KHC	49.131	13.578	101.5	1.23	204	SKSac	13.9	13.9	0.24	0.24	fair quality individual splitting measurement
7443	KHC	49.131	13.578	255.3	0.78	204	SKSac	3.5	3.5	0.19	0.19	good quality individual splitting measurement
7444	KHC	49.131	13.578	260.8	1.18	204	SKSac	0.7	0.7	0.07	0.07	good quality individual splitting measurement
7445	KHC	49.131	13.578	270.7	0.82	204	SKSac	4.6	4.6	0.12	0.12	fair quality individual splitting measurement
7446	KHC	49.131	13.578	260.2	2.23	204	SKSac	2.5	2.5	0.85	0.85	fair quality individual splitting measurement
7447	KHC	49.131	13.578	263.8	1.43	204	SKSac	1.6	1.6	0.17	0.17	good quality individual splitting measurement
7448	KHC	49.131	13.578	112.1	1.08	204	SKSac	12.1	12.1	0.14	0.14	fair quality individual splitting measurement
7449	KHC	49.131	13.578	96.2	1.43	204	SKSac	4.4	4.4	0.2	0.2	good quality individual splitting measurement
7450	KHC	49.131	13.578	273.7	1.18	204	SKKSac	3.3	3.3	0.12	0.12	good quality individual splitting measurement
7474	LAC	49.967	12.514	76.7	2.08	204	SKSac	1.2	1.2	0.16	0.16	good quality individual splitting measurement
7475	LAC	49.967	12.514	233.4	0.62	204	SKSac	13.6	13.6	0.17	0.17	fair quality individual splitting measurement
7476	LAC	49.967	12.514	336.9	1.08	204	SKSac	40.1	40.1	0.56	0.56	poor quality individual splitting measurement
7477	LAC	49.967	12.514	198.2	0.72	204	SKSac	17.2	17.2	0.4	0.4	fair quality individual splitting measurement
7478	LAC	49.967	12.514	254.4	2.62	204	SKSac	1.5	1.5	0.55	0.55	poor quality individual splitting measurement
7479	LAC	49.967	12.514	78.6	1.73	204	SKSac	1.8	1.8	0.14	0.14	good quality individual splitting measurement
7480	LAC	49.967	12.514	88.4	0.47	204	SKSac	12.9	12.9	0.25	0.25	fair quality individual splitting measurement
7481	LAC	49.967	12.514	275.8	0.47	204	SKKSac	12.7	12.7	0.09	0.09	fair quality individual splitting measurement
7482	LIP		51.01	14.359	277.0	1.12	204	SKSac	6.1	6.1	0.44	0.44	fair quality individual splitting measurement
7483	LIP		51.01	14.359	306.6	0.23	204	SKSac	45.1	45.1	0.5	0.5	fair quality individual splitting measurement
7484	LIP		51.01	14.359	88.5	1.33	204	SKSac	2.0	2.0	0.09	0.09	good quality individual splitting measurement
7485	LIP		51.01	14.359	89.4	1.28	204	SKSac	1.4	1.4	0.06	0.06	good quality individual splitting measurement
7504	MOX	50.645	11.616	186.3	1.08	204	SKSac	2.9	2.9	0.22	0.22	fair quality individual splitting measurement
7505	MOX	50.645	11.616	262.3	0.78	204	SKSac	5.8	5.8	0.34	0.34	fair quality individual splitting measurement
7506	MOX	50.645	11.616	195.3	1.12	204	SKSac	2.4	2.4	0.09	0.09	good quality individual splitting measurement
7507	MOX	50.645	11.616	283.3	1.28	204	SKSac	2.5	2.5	0.08	0.08	fair quality individual splitting measurement
7508	MOX	50.645	11.616	73.9	1.98	204	SKSac	1.1	1.1	0.25	0.25	poor quality individual splitting measurement
7509	MOX	50.645	11.616	87.3	1.23	204	SKSac	4.3	4.3	0.16	0.16	fair quality individual splitting measurement
7510	MOX	50.645	11.616	123.1	0.47	204	SKSac	24.5	24.5	0.38	0.38	fair quality individual splitting measurement
7511	NKC	50.233	12.448	72.8	2.73	204	SKSac	1.5	1.5	0.23	0.23	poor quality individual splitting measurement
7512	NKC	50.233	12.448	204.0	0.57	204	SKSac	9.0	9.0	0.09	0.09	fair quality individual splitting measurement
7513	NKC	50.233	12.448	285.1	1.18	204	SKSac	6.8	6.8	0.16	0.16	fair quality individual splitting measurement
7514	NKC	50.233	12.448	313.1	0.57	204	SKSac	20.5	20.5	0.42	0.42	fair quality individual splitting measurement
7515	NKC	50.233	12.448	82.0	2.27	204	SKSac	4.1	4.1	0.25	0.25	poor quality individual splitting measurement
7516	NKC	50.233	12.448	269.2	1.28	204	SKKSac	2.6	2.6	0.08	0.08	poor quality individual splitting measurement
7525	PRU	49.988	14.542	125.8	1.28	204	SKSac	4.8	4.8	0.17	0.17	good quality individual splitting measurement
7526	PRU	49.988	14.542	187.3	2.38	204	SKSac	0.9	0.9	0.34	0.34	poor quality individual splitting measurement
7527	PRU	49.988	14.542	265.9	1.73	204	SKSac	5.7	5.7	0.6	0.6	fair quality individual splitting measurement
7528	PRU	49.988	14.542	90.6	1.23	204	SKSac	2.2	2.2	0.08	0.08	good quality individual splitting measurement
7529	PRU	49.988	14.542	85.5	1.43	204	SKSac	1.8	1.8	0.09	0.09	good quality individual splitting measurement
7530	PRU	49.988	14.542	292.4	1.43	204	SKKSac	2.8	2.8	0.14	0.14	fair quality individual splitting measurement
7531	PVCC	50.528	14.569	95.9	1.58	204	SKSac	4.8	4.8	0.17	0.17	good quality individual splitting measurement
7532	PVCC	50.528	14.569	270.3	1.12	204	SKSac	2.0	2.0	0.19	0.19	fair quality individual splitting measurement
7553	WET	49.844	12.878	271.4	0.68	204	SKSac	3.0	3.0	0.09	0.09	good quality individual splitting measurement
7554	WET	49.844	12.878	265.1	1.98	204	SKSac	1.0	1.0	0.19	0.19	fair quality individual splitting measurement
7555	WET	49.844	12.878	276.0	0.93	204	SKSac	12.8	12.8	0.34	0.34	fair quality individual splitting measurement
7556	WET	49.844	12.878	269.7	0.93	204	SKSac	5.5	5.5	0.21	0.21	good quality individual splitting measurement
7557	WET	49.844	12.878	101.9	1.58	204	SKSac	2.2	2.2	0.15	0.15	good quality individual splitting measurement
8695	DAVA	47.2867	9.8803	56.0	1.35	214		5.0	5.0	0.11	0.11	Mean value calculated from 36 individual SKS smeasurements, 20 good quality events
8696	FETA	47.0211	10.7291	63.0	0.76	214		33.0	33.0	0.12	0.12	Mean value calculated from 12 individual SKS smeasurements, 5 good quality events
8697	KBA	47.0784	13.3447	107.0	0.98	214		16.0	16.0	0.29	0.29	Mean value calculated from 14 individual SKS smeasurements, 6 good quality events
8698	MOA	47.8495	14.2659	109.0	1.08	214		5.0	5.0	0.13	0.13	Mean value calculated from 55 individual SKS smeasurements, 32 good quality events
8701	RETA	47.4871	10.7623	50.0	0.82	214		6.0	6.0	0.1	0.1	Mean value calculated from 19 individual SKS smeasurements, 13 good quality events
8703	WTTA	47.2638	11.6363	68.0	1.55	214		8.0	8.0	0.27	0.27	Mean value calculated from 28 individual SKS smeasurements, 11 good quality events
33284	FUR	48.1629	11.2752	357.0	0.9	326	SKS					individual measurement
33285	FUR	48.1629	11.2752	345.0	1.3	326	SKS					individual measurement
33286	FUR	48.1629	11.2752	79.0	1.2	326	SKS					individual measurement
33287	FUR	48.1629	11.2752	74.0	1.2	326	SKS					individual measurement
33288	FUR	48.1629	11.2752	70.0	2.0	326	SKS					individual measurement
